order_id,booking_date,booking_time,booking_hour,booking_day_of_week,collection_date,collection_time,delivery_date,delivery_slot,zone,postal_district,postal_code,latitude,longitude,service,category,quantity,base_price_sgd,delicate_surcharge,express_type,express_multiplier,order_value_sgd,free_delivery,processing_days,processing_label,effort_score,order_status
AST-00584,2025-03-25,16:07,16,Tuesday,2025-03-26,09:58,2025-03-31,15:00-18:00,Novena / Newton,District 11,27562,1.313617,103.8222,Luxury Bag (M),Bags & Shoes,2,100,0,,1.0,205.06,Yes,5,3-6 days,4,Completed
AST-00585,2024-12-09,05:57,5,Monday,2024-12-09,15:04,2024-12-11,12:00-16:00,Bukit Timah / Bukit Batok,District 21,62483,1.362528,103.754963,Sweater / Cardigan,Clothing,1,9,0,,1.0,8.85,No,2,1-2 days,1,Completed
AST-00586,2025-03-10,09:19,9,Monday,2025-03-10,15:06,2025-03-13,09:00-13:00,Buona Vista / Holland,District 05,12121,1.306988,103.790146,Wintercoat (Below),Clothing,3,40,0,Next-day,2.0,242.23,Yes,3,3-6 days,3,Completed
AST-00587,2025-04-25,23:17,23,Friday,2025-04-26,09:29,2025-04-28,15:00-18:00,Bukit Timah / Bukit Batok,District 21,61881,1.33645,103.767391,Trousers / Shorts,Clothing,1,9,0,,1.0,8.98,No,2,1-2 days,1,Completed
AST-00588,2024-03-20,18:16,18,Wednesday,2024-03-21,10:37,2024-03-25,12:00-16:00,Tampines / Pasir Ris,District 18,51721,1.386201,103.921473,Quilt / Comforter,Household,1,24,0,Same-day,3.0,72.3,Yes,3,3-6 days,2,Completed
AST-00589,2024-12-11,08:23,8,Wednesday,2024-12-11,11:51,2024-12-14,12:00-16:00,Clementi / West Coast,District 05,13390,1.299073,103.773052,Quilt / Comforter,Household,1,24,0,Next-day,2.0,47.85,Yes,3,3-6 days,2,Completed
AST-00590,2024-09-23,08:07,8,Monday,2024-09-23,09:33,2024-10-02,15:00-18:00,Bukit Timah / Bukit Batok,District 21,62846,1.337336,103.782893,Stuffed Toy (<30cm),Household,2,10,0,,1.0,19.95,No,9,7-14 days,3,Completed
AST-00591,2024-11-23,19:47,19,Saturday,2024-11-25,12:40,2024-11-30,15:00-18:00,Clementi / West Coast,District 05,12175,1.315513,103.767975,Mattress Topper,Household,1,80,0,,1.0,79.55,Yes,5,3-6 days,3,Completed
AST-00592,2025-04-10,20:22,20,Thursday,2025-04-11,14:39,2025-04-21,09:00-13:00,Punggol / Sengkang,District 19,56559,1.407632,103.887006,Curtains (no removal),Household,1,56,0,,1.0,55.15,Yes,10,7-14 days,4,Completed
AST-00593,2024-02-02,18:31,18,Friday,2024-02-03,12:44,2024-02-05,15:00-18:00,Bedok / Chai Chee,District 16,42720,1.346448,103.929779,Windbreaker,Clothing,4,20,0,,1.0,82.27,Yes,2,1-2 days,1,Completed
AST-00594,2024-10-18,23:30,23,Friday,2024-10-19,09:23,2024-10-21,09:00-13:00,Bukit Timah / Bukit Batok,District 21,62448,1.359297,103.756788,Trousers / Shorts,Clothing,3,9,0,,1.0,27.6,No,2,1-2 days,1,Completed
AST-00595,2024-08-08,16:01,16,Thursday,2024-08-09,13:46,2024-08-10,12:00-16:00,Ang Mo Kio / Hougang,District 19,55730,1.3831,103.867104,Zip Replacement,Alterations,2,12,0,Next-day,2.0,47.71,Yes,1,1-2 days,1,Completed
AST-00596,2024-01-17,16:38,16,Wednesday,2024-01-18,10:01,2024-01-22,09:00-13:00,Punggol / Sengkang,District 19,54783,1.409401,103.923154,Saree,Traditional,2,20,0,,1.0,41.08,Yes,3,3-6 days,2,Completed
AST-00597,2024-08-24,22:57,22,Saturday,2024-08-26,14:42,2024-08-29,12:00-16:00,Jurong East / West,District 22,66798,1.32475,103.730063,Wintercoat (Below),Clothing,2,40,0,,1.0,79.59,Yes,3,3-6 days,3,Completed
AST-00598,2024-02-20,18:43,18,Tuesday,2024-02-21,11:50,2024-02-23,12:00-16:00,Tampines / Pasir Ris,District 18,49349,1.362536,103.926349,Skirt,Clothing,2,12,0,,1.0,23.81,No,2,1-2 days,1,Completed
AST-00599,2024-02-05,21:08,21,Monday,2024-02-06,13:50,2024-02-08,15:00-18:00,Jurong East / West,District 22,67428,1.322886,103.732339,Skirt,Clothing,1,12,0,,1.0,12.12,No,2,1-2 days,1,Completed
AST-00600,2025-05-03,21:58,21,Saturday,2025-05-05,11:54,2025-05-07,09:00-13:00,Jurong East / West,District 22,66665,1.363742,103.694978,Waist Resizing,Alterations,2,18,0,Same-day,3.0,105.3,Yes,2,1-2 days,2,Completed
AST-00601,2025-04-22,14:18,14,Tuesday,2025-04-22,15:48,2025-05-02,15:00-18:00,Tampines / Pasir Ris,District 18,50667,1.377043,103.955327,Curtains (no removal),Household,5,56,0,,1.0,272.4,Yes,10,7-14 days,4,Completed
AST-00602,2024-06-18,18:52,18,Tuesday,2024-06-19,11:59,2024-06-26,12:00-16:00,Tampines / Pasir Ris,District 18,49393,1.370139,103.932686,Wedding Gown,Clothing,3,120,0,Next-day,2.0,719.98,Yes,7,7-14 days,5,Completed
AST-00603,2024-03-06,20:01,20,Wednesday,2024-03-07,10:18,2024-03-11,09:00-13:00,Bishan / Toa Payoh,District 12,30392,1.324164,103.833793,Pillow / Bolster,Household,1,25,0,,1.0,25.04,No,3,3-6 days,2,Completed
AST-00604,2024-12-27,08:56,8,Friday,2024-12-27,14:27,2024-12-30,15:00-18:00,Bedok / Chai Chee,District 16,43146,1.332854,103.92169,Bedsheet,Household,1,12,0,,1.0,11.73,No,2,1-2 days,1,Completed
AST-00605,2025-01-21,10:52,10,Tuesday,2025-01-21,15:01,2025-01-30,12:00-16:00,Bishan / Toa Payoh,District 12,30571,1.351568,103.855023,Stuffed Toy (<30cm),Household,2,10,0,Same-day,3.0,59.54,Yes,9,7-14 days,3,Completed
AST-00606,2024-04-02,02:38,2,Tuesday,2024-04-02,09:34,2024-04-03,12:00-16:00,Novena / Newton,District 11,26205,1.316023,103.82516,Zip Replacement,Alterations,2,12,0,,1.0,23.45,No,1,1-2 days,1,Completed
AST-00607,2024-06-25,18:22,18,Tuesday,2024-06-26,12:30,2024-06-27,12:00-16:00,Bedok / Chai Chee,District 16,43177,1.325862,103.92192,Hemming,Alterations,1,14,0,,1.0,14.35,No,1,1-2 days,1,Completed
AST-00608,2024-12-24,09:08,9,Tuesday,2024-12-24,10:20,2025-01-03,09:00-13:00,Boon Lay / Tuas,District 22,65562,1.334424,103.712861,Curtains (no removal),Household,1,56,0,Same-day,3.0,170.97,Yes,10,7-14 days,4,Completed
AST-00609,2024-06-11,18:56,18,Tuesday,2024-06-12,09:23,2024-06-15,12:00-16:00,Jurong East / West,District 22,67540,1.33069,103.715115,Dress,Clothing,3,20,0,Same-day,3.0,175.97,Yes,3,3-6 days,2,Completed
AST-00610,2024-09-20,22:44,22,Friday,2024-09-21,15:48,2024-09-24,09:00-13:00,Tampines / Pasir Ris,District 18,50546,1.357055,103.940025,Dress,Clothing,1,20,0,,1.0,19.92,No,3,3-6 days,2,Completed
AST-00611,2025-03-31,21:38,21,Monday,2025-04-01,11:09,2025-04-07,09:00-13:00,Jurong East / West,District 22,67688,1.358235,103.71056,Part Leather Jacket,Clothing,1,45,0,,1.0,44.43,Yes,5,3-6 days,4,Completed
AST-00612,2025-01-03,18:29,18,Friday,2025-01-04,16:40,2025-01-14,12:00-16:00,Novena / Newton,District 11,25750,1.33025,103.835678,Feathered Item,Special,2,60,0,,1.0,122.69,Yes,10,10-14 days,5,Completed
AST-00613,2024-05-17,23:22,23,Friday,2024-05-18,16:01,2024-05-21,12:00-16:00,Punggol / Sengkang,District 19,56489,1.411629,103.900171,Dress,Clothing,1,20,0,,1.0,19.75,No,3,3-6 days,2,Completed
AST-00614,2024-02-24,08:30,8,Saturday,2024-02-24,09:10,2024-02-27,09:00-13:00,Bishan / Toa Payoh,District 12,28385,1.356603,103.838109,Dress,Clothing,2,20,0,,1.0,39.1,No,3,3-6 days,2,Completed
AST-00615,2024-10-30,18:43,18,Wednesday,2024-10-31,15:30,2024-11-02,12:00-16:00,Bukit Timah / Bukit Batok,District 21,63564,1.357628,103.758259,Sweater / Cardigan,Clothing,3,9,0,,1.0,27.09,No,2,1-2 days,1,Completed
AST-00616,2025-05-31,08:37,8,Saturday,2025-05-31,13:37,2025-06-03,09:00-13:00,Bishan / Toa Payoh,District 12,29576,1.350981,103.846896,Overalls / Jumpsuit,Clothing,1,20,0,,1.0,20.45,No,3,3-6 days,2,Completed
AST-00617,2024-08-01,22:35,22,Thursday,2024-08-02,16:04,2024-08-05,09:00-13:00,CBD / Tanjong Pagar,District 01,05635,1.274261,103.837058,Coat / Jacket,Clothing,1,14,0,,1.0,14.02,No,3,3-6 days,2,Completed
AST-00618,2025-02-12,10:40,10,Wednesday,2025-02-12,16:29,2025-02-14,15:00-18:00,CBD / Tanjong Pagar,District 01,02345,1.289171,103.853277,Tie / Bow Tie,Accessories,1,9,0,,1.0,9.11,No,2,1-2 days,1,Completed
AST-00619,2024-03-11,18:16,18,Monday,2024-03-12,16:22,2024-03-15,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,69448,1.403079,103.775739,Quilt / Comforter,Household,2,24,0,,1.0,47.75,Yes,3,3-6 days,2,Completed
AST-00620,2024-11-18,09:08,9,Monday,2024-11-18,15:29,2024-11-20,15:00-18:00,Queenstown / Alexandra,District 03,15324,1.287519,103.809508,Tie / Bow Tie,Accessories,4,9,0,Next-day,2.0,73.82,Yes,2,1-2 days,1,Completed
AST-00621,2024-02-03,21:57,21,Saturday,2024-02-05,13:56,2024-02-07,09:00-13:00,Serangoon / Bartley,District 13,31565,1.343806,103.87348,Skirt,Clothing,5,12,0,,1.0,61.06,Yes,2,1-2 days,1,Completed
AST-00622,2025-03-05,09:23,9,Wednesday,2025-03-05,10:32,2025-03-07,12:00-16:00,Woodlands / Marsiling,District 25,73845,1.429717,103.778685,Shirt / Blouse,Clothing,3,9,0,,1.0,27.25,No,2,1-2 days,1,Completed
AST-00623,2025-01-28,01:43,1,Tuesday,2025-01-28,16:24,2025-01-31,12:00-16:00,Bedok / Chai Chee,District 16,44178,1.32217,103.920185,Coat / Jacket,Clothing,1,14,4,,1.0,18.1,No,3,3-6 days,2,Completed
AST-00624,2024-01-09,08:09,8,Tuesday,2024-01-09,11:20,2024-01-12,15:00-18:00,Queenstown / Alexandra,District 03,15206,1.294936,103.811519,Wintercoat (Waist),Clothing,1,30,0,,1.0,29.7,No,3,3-6 days,2,Completed
AST-00625,2024-12-05,23:45,23,Thursday,2024-12-06,13:53,2024-12-09,09:00-13:00,Novena / Newton,District 11,26795,1.319516,103.831571,Tie / Bow Tie,Accessories,3,9,0,,1.0,26.22,No,2,1-2 days,1,Completed
AST-00626,2025-04-16,11:05,11,Wednesday,2025-04-16,13:07,2025-04-19,15:00-18:00,Clementi / West Coast,District 05,12181,1.299352,103.764595,Quilt / Comforter,Household,1,24,0,,1.0,24.39,No,3,3-6 days,2,Completed
AST-00627,2024-05-10,20:11,20,Friday,2024-05-11,13:09,2024-05-13,12:00-16:00,Bukit Timah / Bukit Batok,District 21,62256,1.335489,103.76897,Shirt / Blouse,Clothing,3,9,0,Next-day,2.0,53.22,Yes,2,1-2 days,1,Completed
AST-00628,2025-02-17,10:46,10,Monday,2025-02-17,10:24,2025-02-20,09:00-13:00,Tampines / Pasir Ris,District 18,49960,1.366921,103.928057,Coat / Jacket,Clothing,1,14,0,,1.0,13.98,No,3,3-6 days,2,Completed
AST-00629,2025-04-09,15:21,15,Wednesday,2025-04-10,12:59,2025-04-14,15:00-18:00,Marine Parade / Katong,District 14,37806,1.310733,103.89097,Dress,Clothing,1,20,0,Next-day,2.0,40.59,Yes,3,3-6 days,2,Completed
AST-00630,2024-06-04,08:00,8,Tuesday,2024-06-04,15:01,2024-06-07,15:00-18:00,Queenstown / Alexandra,District 03,14930,1.276141,103.82527,Quilt / Comforter,Household,1,24,0,,1.0,23.37,No,3,3-6 days,2,Completed
AST-00631,2025-05-30,19:53,19,Friday,2025-05-31,11:02,2025-06-03,15:00-18:00,Serangoon / Bartley,District 13,31271,1.366566,103.875592,Pillow / Bolster,Household,2,25,0,Next-day,2.0,99.59,Yes,3,3-6 days,2,Completed
AST-00632,2025-05-01,20:08,20,Thursday,2025-05-02,15:27,2025-05-07,12:00-16:00,Bukit Timah / Bukit Batok,District 21,61658,1.369549,103.773265,Part Leather Jacket,Clothing,2,45,0,Next-day,2.0,183.47,Yes,5,3-6 days,4,Completed
AST-00633,2024-05-14,20:32,20,Tuesday,2024-05-15,14:00,2024-05-16,12:00-16:00,Woodlands / Marsiling,District 25,73710,1.442672,103.796729,Zip Replacement,Alterations,3,12,0,Next-day,2.0,69.98,Yes,1,1-2 days,1,Completed
AST-00634,2024-06-19,22:53,22,Wednesday,2024-06-20,14:02,2024-06-22,12:00-16:00,CBD / Tanjong Pagar,District 01,05635,1.275309,103.84453,Shirt / Blouse,Clothing,4,9,0,,1.0,35.35,No,2,1-2 days,1,Completed
AST-00635,2025-01-09,11:33,11,Thursday,2025-01-09,16:24,2025-01-11,09:00-13:00,Ang Mo Kio / Hougang,District 19,52195,1.384414,103.870344,Shirt / Blouse,Clothing,1,9,4,Next-day,2.0,21.52,No,2,1-2 days,1,Completed
AST-00636,2024-04-06,08:34,8,Saturday,2024-04-06,15:48,2024-04-15,09:00-13:00,Bedok / Chai Chee,District 16,44814,1.346784,103.91654,Stuffed Toy (<30cm),Household,2,10,0,Next-day,2.0,40.28,Yes,9,7-14 days,3,Completed
AST-00637,2024-02-16,13:02,13,Friday,2024-02-16,12:09,2024-02-19,09:00-13:00,CBD / Tanjong Pagar,District 01,05162,1.276972,103.851475,Dress,Clothing,3,20,0,,1.0,59.6,Yes,3,3-6 days,2,Completed
AST-00638,2024-06-08,20:42,20,Saturday,2024-06-10,12:51,2024-06-13,15:00-18:00,Ang Mo Kio / Hougang,District 19,57217,1.375242,103.860806,Wintercoat (Waist),Clothing,2,30,0,,1.0,60.59,Yes,3,3-6 days,2,Completed
AST-00639,2024-09-06,19:44,19,Friday,2024-09-07,09:04,2024-09-09,12:00-16:00,Bukit Timah / Bukit Batok,District 21,60182,1.36549,103.770975,Waist Resizing,Alterations,1,18,0,,1.0,17.56,No,2,1-2 days,2,Completed
AST-00640,2024-12-28,18:53,18,Saturday,2024-12-30,12:15,2025-01-02,15:00-18:00,Tampines / Pasir Ris,District 18,51721,1.388035,103.925186,Quilt / Comforter,Household,2,24,0,,1.0,49.03,Yes,3,3-6 days,2,Completed
AST-00641,2024-08-23,10:12,10,Friday,2024-08-23,12:17,2024-08-26,09:00-13:00,Boon Lay / Tuas,District 22,68805,1.331832,103.694953,Graduation Gown,Traditional,2,20,0,,1.0,39.3,No,3,3-6 days,2,Completed
AST-00642,2025-01-09,09:08,9,Thursday,2025-01-09,10:48,2025-01-13,12:00-16:00,Jurong East / West,District 22,68555,1.35706,103.730339,Dress,Clothing,2,20,0,3-Hour,3.0,118.92,Yes,3,3-6 days,2,Completed
AST-00643,2024-07-18,20:15,20,Thursday,2024-07-19,13:29,2024-07-22,09:00-13:00,Bishan / Toa Payoh,District 12,29381,1.359036,103.849138,Sofa Cover (3-Seater),Household,1,30,0,,1.0,29.56,No,3,3-6 days,2,Completed
AST-00644,2024-05-27,06:52,6,Monday,2024-05-27,14:31,2024-05-28,12:00-16:00,Bukit Timah / Bukit Batok,District 21,64232,1.36355,103.753974,On-site Sofa (3-Seater),On-site,1,169,0,,1.0,165.95,Yes,0,Same day,3,Completed
AST-00645,2024-10-16,19:55,19,Wednesday,2024-10-17,13:41,2024-10-19,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,69552,1.369702,103.776081,Bedsheet,Household,1,12,0,,1.0,11.79,No,2,1-2 days,1,Completed
AST-00646,2025-01-06,01:26,1,Monday,2025-01-06,14:40,2025-01-09,15:00-18:00,CBD / Tanjong Pagar,District 01,03887,1.281182,103.838567,Quilt / Comforter,Household,2,24,0,Next-day,2.0,93.8,Yes,3,3-6 days,2,Completed
AST-00647,2025-06-12,23:59,23,Thursday,2025-06-13,12:38,2025-06-16,12:00-16:00,Punggol / Sengkang,District 19,53250,1.388399,103.89939,Quilt / Comforter,Household,2,24,0,Same-day,3.0,140.9,Yes,3,3-6 days,2,Completed
AST-00648,2024-03-25,21:00,21,Monday,2024-03-26,14:52,2024-03-29,15:00-18:00,Queenstown / Alexandra,District 03,14906,1.283128,103.817564,Coat / Jacket,Clothing,5,14,0,Next-day,2.0,138.07,Yes,3,3-6 days,2,Completed
AST-00649,2025-01-16,22:23,22,Thursday,2025-01-17,15:33,2025-01-20,12:00-16:00,Bukit Timah / Bukit Batok,District 21,63683,1.331921,103.743177,Overalls / Jumpsuit,Clothing,1,20,4,,1.0,23.69,No,3,3-6 days,2,Completed
AST-00650,2024-11-30,17:28,17,Saturday,2024-12-02,14:11,2024-12-05,15:00-18:00,Ang Mo Kio / Hougang,District 19,53984,1.381226,103.882862,Quilt / Comforter,Household,1,24,0,,1.0,24.22,No,3,3-6 days,2,Completed
AST-00651,2024-05-21,08:26,8,Tuesday,2024-05-21,12:11,2024-05-23,15:00-18:00,Marine Parade / Katong,District 14,33936,1.318962,103.890784,Trousers / Shorts,Clothing,2,9,0,,1.0,17.66,No,2,1-2 days,1,Completed
AST-00652,2024-08-15,16:15,16,Thursday,2024-08-16,10:17,2024-08-17,12:00-16:00,Woodlands / Marsiling,District 25,73435,1.451428,103.790875,Hemming,Alterations,1,14,0,3-Hour,3.0,43.25,Yes,1,1-2 days,1,Completed
AST-00653,2024-07-01,08:37,8,Monday,2024-07-01,10:00,2024-07-04,09:00-13:00,Bukit Timah / Bukit Batok,District 21,63246,1.330991,103.784061,Wintercoat (Waist),Clothing,1,30,0,,1.0,30.85,No,3,3-6 days,2,Completed
AST-00654,2024-02-02,12:18,12,Friday,2024-02-02,09:24,2024-02-05,12:00-16:00,CBD / Tanjong Pagar,District 01,05529,1.29251,103.841713,Windbreaker,Clothing,1,20,0,,1.0,20.26,No,2,1-2 days,1,Completed
AST-00655,2025-04-14,10:18,10,Monday,2025-04-14,14:43,2025-04-15,12:00-16:00,Bedok / Chai Chee,District 16,45384,1.33786,103.942469,Zip Replacement,Alterations,4,12,0,,1.0,49.0,Yes,1,1-2 days,1,Completed
AST-00656,2025-04-19,10:18,10,Saturday,2025-04-19,14:51,2025-04-22,15:00-18:00,Serangoon / Bartley,District 13,31354,1.356674,103.887589,Wintercoat (Waist),Clothing,2,30,0,,1.0,59.8,Yes,3,3-6 days,2,Completed
AST-00657,2025-06-26,09:24,9,Thursday,2025-06-26,11:01,2025-07-01,12:00-16:00,Queenstown / Alexandra,District 03,14616,1.303937,103.805136,Luxury Bag (M),Bags & Shoes,1,100,0,,1.0,101.72,Yes,5,3-6 days,4,Pending Delivery
AST-00658,2025-05-27,19:32,19,Tuesday,2025-05-28,14:01,2025-06-02,12:00-16:00,Bishan / Toa Payoh,District 12,28844,1.352378,103.832923,Non-Leather Shoes,Bags & Shoes,2,55,0,Next-day,2.0,221.13,Yes,4,3-6 days,3,Completed
AST-00659,2024-09-09,20:13,20,Monday,2024-09-10,16:25,2024-09-13,12:00-16:00,Punggol / Sengkang,District 19,55119,1.412635,103.904779,Dress,Clothing,2,20,0,Next-day,2.0,79.39,Yes,3,3-6 days,2,Completed
AST-00660,2024-10-25,22:16,22,Friday,2024-10-26,11:55,2024-10-29,12:00-16:00,Ang Mo Kio / Hougang,District 19,55119,1.368555,103.869367,Dress,Clothing,1,20,0,,1.0,19.48,No,3,3-6 days,2,Completed
AST-00661,2024-01-25,15:47,15,Thursday,2024-01-26,13:53,2024-01-29,12:00-16:00,Punggol / Sengkang,District 19,54826,1.411389,103.927048,Sweater / Cardigan,Clothing,4,9,0,,1.0,36.82,No,2,1-2 days,1,Completed
AST-00662,2024-03-30,20:24,20,Saturday,2024-04-01,12:15,2024-04-06,12:00-16:00,Jurong East / West,District 22,68232,1.33983,103.742741,Luxury Bag (M),Bags & Shoes,2,100,0,,1.0,198.72,Yes,5,3-6 days,4,Completed
AST-00663,2024-03-22,22:05,22,Friday,2024-03-23,09:10,2024-03-27,12:00-16:00,Punggol / Sengkang,District 19,53787,1.394242,103.91932,Canvas Bag / Backpack,Bags & Shoes,1,35,0,,1.0,34.31,No,4,3-6 days,2,Completed
AST-00664,2024-08-05,18:14,18,Monday,2024-08-06,13:42,2024-08-15,12:00-16:00,Novena / Newton,District 11,27748,1.330163,103.821003,Stuffed Toy (<30cm),Household,4,10,0,,1.0,39.91,No,9,7-14 days,3,Completed
AST-00665,2025-05-31,21:22,21,Saturday,2025-06-02,16:05,2025-06-05,12:00-16:00,Tampines / Pasir Ris,District 18,50459,1.370376,103.964171,Baju Kurung (2pc),Traditional,2,32,0,Next-day,2.0,124.23,Yes,3,3-6 days,2,Completed
AST-00666,2025-04-11,13:28,13,Friday,2025-04-11,15:41,2025-04-14,12:00-16:00,Jurong East / West,District 22,67413,1.356196,103.720377,Saree,Traditional,2,20,0,,1.0,40.05,Yes,3,3-6 days,2,Completed
AST-00667,2024-06-22,15:17,15,Saturday,2024-06-24,13:05,2024-06-28,12:00-16:00,CBD / Tanjong Pagar,District 01,03897,1.284534,103.840859,Canvas Bag / Backpack,Bags & Shoes,1,35,0,,1.0,34.81,No,4,3-6 days,2,Completed
AST-00668,2025-03-20,22:29,22,Thursday,2025-03-21,14:24,2025-03-25,09:00-13:00,Yishun / Sembawang,District 27,77923,1.421687,103.839796,Non-Leather Shoes,Bags & Shoes,1,55,0,Same-day,3.0,169.88,Yes,4,3-6 days,3,Completed
AST-00669,2024-03-23,18:54,18,Saturday,2024-03-25,16:20,2024-03-27,09:00-13:00,Punggol / Sengkang,District 19,56690,1.392035,103.892753,Shirt / Blouse,Clothing,2,9,0,,1.0,18.39,No,2,1-2 days,1,Completed
AST-00670,2024-08-27,22:09,22,Tuesday,2024-08-28,13:54,2024-08-30,15:00-18:00,Novena / Newton,District 11,26862,1.329195,103.841413,Skirt,Clothing,1,12,0,,1.0,11.85,No,2,1-2 days,1,Completed
AST-00671,2024-10-19,14:21,14,Saturday,2024-10-19,14:09,2024-10-21,09:00-13:00,Clementi / West Coast,District 05,11837,1.31882,103.770316,Tie / Bow Tie,Accessories,2,9,0,Next-day,2.0,35.84,No,2,1-2 days,1,Completed
AST-00672,2024-10-30,17:56,17,Wednesday,2024-10-31,13:44,2024-11-04,09:00-13:00,Buona Vista / Holland,District 05,11838,1.304783,103.801878,Wintercoat (Below),Clothing,2,40,0,,1.0,81.05,Yes,3,3-6 days,3,Completed
AST-00673,2024-11-01,20:27,20,Friday,2024-11-02,09:54,2024-11-04,12:00-16:00,Boon Lay / Tuas,District 22,66611,1.305462,103.673632,Skirt,Clothing,2,12,0,,1.0,23.93,No,2,1-2 days,1,Completed
AST-00674,2024-04-22,11:41,11,Monday,2024-04-22,12:47,2024-04-26,12:00-16:00,Bedok / Chai Chee,District 16,42830,1.336438,103.940454,Non-Leather Shoes,Bags & Shoes,2,55,0,,1.0,106.94,Yes,4,3-6 days,3,Completed
AST-00675,2024-02-10,18:09,18,Saturday,2024-02-12,14:37,2024-02-15,15:00-18:00,Clementi / West Coast,District 05,12729,1.305088,103.768965,Quilt / Comforter,Household,1,24,0,,1.0,24.45,No,3,3-6 days,2,Completed
AST-00676,2024-07-09,07:08,7,Tuesday,2024-07-09,16:19,2024-07-11,12:00-16:00,Woodlands / Marsiling,District 25,72723,1.456131,103.770573,Skirt,Clothing,1,12,0,,1.0,11.74,No,2,1-2 days,1,Completed
AST-00677,2024-10-12,07:23,7,Saturday,2024-10-12,10:31,2024-10-14,12:00-16:00,Choa Chu Kang / Bukit Panjang,District 23,68559,1.380425,103.741811,Shirt / Blouse,Clothing,3,9,0,,1.0,27.17,No,2,1-2 days,1,Completed
AST-00678,2025-03-20,18:36,18,Thursday,2025-03-21,10:50,2025-03-24,12:00-16:00,Jurong East / West,District 22,66267,1.337239,103.714041,Shirt / Blouse,Clothing,1,9,0,,1.0,8.96,No,2,1-2 days,1,Completed
AST-00679,2025-02-21,11:55,11,Friday,2025-02-21,09:25,2025-02-22,15:00-18:00,Geylang / Eunos,District 14,37684,1.325702,103.870067,Zip Replacement,Alterations,2,12,0,,1.0,24.11,No,1,1-2 days,1,Completed
AST-00680,2024-04-05,13:43,13,Friday,2024-04-05,11:05,2024-04-08,12:00-16:00,Queenstown / Alexandra,District 03,16990,1.278456,103.818308,Skirt,Clothing,1,12,0,,1.0,12.18,No,2,1-2 days,1,Completed
AST-00681,2025-02-26,20:51,20,Wednesday,2025-02-27,09:15,2025-03-10,15:00-18:00,Clementi / West Coast,District 05,13532,1.313546,103.761951,Curtains (no removal),Household,1,56,0,,1.0,55.75,Yes,10,7-14 days,4,Completed
AST-00682,2024-08-15,21:18,21,Thursday,2024-08-16,16:08,2024-08-19,15:00-18:00,Punggol / Sengkang,District 19,55746,1.389655,103.92818,Quilt / Comforter,Household,4,24,0,,1.0,94.92,Yes,3,3-6 days,2,Completed
AST-00683,2025-01-31,14:05,14,Friday,2025-01-31,10:42,2025-02-04,12:00-16:00,Marine Parade / Katong,District 14,32400,1.29051,103.900338,Canvas Bag / Backpack,Bags & Shoes,3,35,0,,1.0,103.2,Yes,4,3-6 days,2,Completed
AST-00684,2024-11-23,18:55,18,Saturday,2024-11-25,13:16,2024-11-28,15:00-18:00,Jurong East / West,District 22,67666,1.356557,103.714776,Pillow / Bolster,Household,1,25,0,,1.0,24.83,No,3,3-6 days,2,Completed
AST-00685,2025-06-23,10:42,10,Monday,2025-06-23,13:40,2025-06-25,12:00-16:00,Woodlands / Marsiling,District 25,73550,1.446976,103.799695,Trousers / Shorts,Clothing,2,9,0,,1.0,17.91,No,2,1-2 days,1,In Progress
AST-00686,2024-12-02,19:23,19,Monday,2024-12-03,12:04,2024-12-06,09:00-13:00,Queenstown / Alexandra,District 03,15116,1.288015,103.808441,Baju Kurung (2pc),Traditional,1,32,0,,1.0,31.28,No,3,3-6 days,2,Completed
AST-00687,2024-11-11,22:57,22,Monday,2024-11-12,14:58,2024-11-14,09:00-13:00,Punggol / Sengkang,District 19,55716,1.376822,103.908319,Skirt,Clothing,1,12,0,Same-day,3.0,36.77,No,2,1-2 days,1,Completed
AST-00688,2024-06-24,08:34,8,Monday,2024-06-24,12:24,2024-06-29,15:00-18:00,Bishan / Toa Payoh,District 12,29218,1.329972,103.846927,Part Leather Jacket,Clothing,1,45,0,,1.0,45.06,Yes,5,3-6 days,4,Completed
AST-00689,2025-04-16,20:00,20,Wednesday,2025-04-17,09:10,2025-04-26,09:00-13:00,Tampines / Pasir Ris,District 18,50459,1.370605,103.961296,Stuffed Toy (31-60cm),Household,1,20,0,,1.0,19.6,No,9,7-14 days,4,Completed
AST-00690,2025-06-17,08:14,8,Tuesday,2025-06-17,11:09,2025-06-20,09:00-13:00,Buona Vista / Holland,District 05,11420,1.306079,103.774752,Dress,Clothing,4,20,0,,1.0,82.27,Yes,3,3-6 days,2,In Progress
AST-00691,2024-11-20,20:37,20,Wednesday,2024-11-21,14:51,2024-11-23,12:00-16:00,Yishun / Sembawang,District 27,78193,1.423904,103.841563,Trousers / Shorts,Clothing,4,9,0,,1.0,36.34,No,2,1-2 days,1,Completed
AST-00692,2024-03-13,17:27,17,Wednesday,2024-03-14,09:05,2024-03-18,09:00-13:00,Yishun / Sembawang,District 27,76492,1.405026,103.823022,Pillow / Bolster,Household,1,25,0,,1.0,25.59,No,3,3-6 days,2,Completed
AST-00693,2024-02-02,21:34,21,Friday,2024-02-03,12:11,2024-02-06,09:00-13:00,Bedok / Chai Chee,District 16,45193,1.338456,103.930404,Wintercoat (Waist),Clothing,1,30,0,,1.0,30.01,No,3,3-6 days,2,Completed
