order_id,day,slot,zone,lat,lon,garment_type,start_hour,end_hour
435,Tue,12-4,East,1.3802465954082983,103.78198097793926,Premium,12,16
436,Mon,9-1,North,1.2713186060615982,103.86796045712713,Delicate,9,13
437,Tue,9-1,East,1.3815690609206073,103.77676659038661,Normal,9,13
439,Sat,12-4,East,1.2596424077721111,103.81755387217244,Normal,12,16
440,Tue,9-1,South,1.4454348368442633,103.73689525062673,Normal,9,13
441,Wed,12-4,North,1.3313815921445742,103.77244708833047,Normal,12,16
442,Sat,9-1,South,1.4241506900674519,103.76690225774838,Normal,9,13
443,Tue,12-4,South,1.4064770968116547,103.70523934170642,Normal,12,16
445,Sat,3-6,North,1.3976898418502652,103.86633940873516,Premium,15,18
447,Tue,3-6,North,1.3308280643302066,103.80361575324777,Delicate,15,18
449,Wed,9-1,North,1.3835186771127168,103.88813584902307,Premium,9,13
450,Tue,3-6,Central,1.4115691883882517,103.75185935177316,Normal,15,18
451,Tue,3-6,East,1.4024570269553231,103.78593136254779,Delicate,15,18
452,Tue,3-6,South,1.4095627297717268,103.87454605009692,Normal,15,18
453,Mon,3-6,North,1.3371166629625866,103.86838671335836,Delicate,15,18
454,Mon,12-4,East,1.4135668432350044,103.73722028356926,Normal,12,16
455,Mon,9-1,East,1.2740418110741216,103.86052866195915,Premium,9,13
456,Wed,3-6,South,1.35889781959217,103.79163737734758,Premium,15,18
457,Sat,3-6,Central,1.2511517320996244,103.79659377441708,Normal,15,18
459,Fri,9-1,West,1.3232923069742795,103.71612030275143,Premium,9,13
460,Tue,12-4,East,1.3292345383218511,103.84558786139476,Normal,12,16
462,Tue,12-4,West,1.327711620254069,103.78737014052304,Normal,12,16
463,Wed,3-6,East,1.339738724524506,103.84590164573048,Normal,15,18
464,Tue,3-6,Central,1.2975088261748655,103.85310257979823,Normal,15,18
465,Mon,9-1,West,1.324650358325868,103.73178163353387,Normal,9,13
466,Fri,9-1,East,1.2954539254526303,103.82204502989553,Delicate,9,13
467,Thu,12-4,East,1.2646391847536886,103.72707081645554,Normal,12,16
468,Tue,12-4,North,1.3706897186762756,103.85027501720582,Normal,12,16
470,Mon,12-4,North,1.373898069201923,103.8913229242167,Normal,12,16
471,Thu,9-1,South,1.3426988087601144,103.71379160327129,Premium,9,13
472,Fri,12-4,North,1.3259571560358459,103.71141094423025,Premium,12,16
473,Thu,9-1,North,1.422666729914365,103.75643741493865,Normal,9,13
474,Mon,9-1,West,1.3538163570272437,103.75234113674719,Delicate,9,13
475,Sat,9-1,East,1.3458363755259461,103.7493957598144,Delicate,9,13
476,Sat,12-4,Central,1.2551284131612872,103.88125091610421,Normal,12,16
477,Thu,12-4,North,1.3182495655252313,103.74990923996991,Premium,12,16
478,Wed,12-4,Central,1.3260391237571714,103.75438994522573,Normal,12,16
481,Thu,12-4,North,1.3567205093453756,103.85534211139104,Normal,12,16
482,Tue,9-1,West,1.371581018558689,103.71307323151288,Delicate,9,13
483,Tue,3-6,East,1.4029766523084257,103.79751423873468,Premium,15,18
486,Sat,9-1,Central,1.4411047391909868,103.88128749066888,Normal,9,13
487,Wed,3-6,South,1.2536465165352724,103.72784907422353,Normal,15,18
488,Mon,9-1,South,1.2891555971367092,103.80648413645505,Delicate,9,13
489,Tue,12-4,North,1.2515125749956284,103.78221912052014,Premium,12,16
491,Sat,12-4,Central,1.4296061097899972,103.87996666913746,Normal,12,16
492,Fri,3-6,South,1.29869645931526,103.7043646793551,Delicate,15,18
493,Sat,3-6,Central,1.4354069089592614,103.83275793723513,Delicate,15,18
494,Tue,9-1,North,1.2620534780579122,103.89267888684272,Delicate,9,13
495,Tue,9-1,East,1.4368872053611028,103.81203363669238,Normal,9,13
496,Sat,12-4,South,1.3203245374479269,103.88736449240662,Normal,12,16
497,Mon,9-1,East,1.2702841656898434,103.7104515758572,Normal,9,13
498,Thu,9-1,Central,1.3471743518372652,103.78375866381484,Delicate,9,13
499,Tue,3-6,South,1.3013553135441016,103.75203155819241,Normal,15,18
500,Sat,9-1,West,1.3069745803923845,103.84616419299616,Normal,9,13
